timestamp,age,gender,country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
2014-08-27 14:20:08,31,female,united states,ca,no,no,yes,sometimes,more than 1000,no,yes,yes,not sure,maybe,maybe,yes,somewhat easy,no,no,yes,yes,no,no,yes,no
2014-08-27 14:20:43,26,male,united states,ma,no,no,no,rarely,100-500,no,yes,yes,not sure,no,maybe,maybe,don't know,no,no,some of them,yes,no,maybe,maybe,no
2014-08-27 14:21:37,28,female,united states,wa,no,yes,yes,often,100-500,yes,no,yes,yes,yes,yes,yes,somewhat easy,yes,no,some of them,yes,no,no,yes,no
2014-08-27 14:21:42,37,female,united states,ca,no,no,yes,rarely,more than 1000,no,yes,yes,yes,maybe,yes,maybe,somewhat easy,no,no,some of them,yes,no,no,yes,no
2014-08-27 14:22:00,26,male,canada,unknown,no,yes,yes,often,6-25,no,yes,yes,no,no,maybe,maybe,don't know,maybe,no,some of them,some of them,maybe,maybe,yes,no
2014-08-27 14:22:36,30,other,united states,il,no,yes,yes,rarely,26-100,no,yes,yes,not sure,no,no,maybe,somewhat easy,maybe,no,some of them,yes,no,no,maybe,no
2014-08-27 14:22:43,26,male,united states,in,no,no,no,don't know,26-100,no,yes,no,no,no,no,maybe,don't know,no,no,some of them,some of them,no,no,maybe,yes
2014-08-27 14:22:43,25,male,united states,or,no,no,no,don't know,26-100,yes,yes,maybe,not sure,no,maybe,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-27 14:23:51,27,male,united states,tn,no,no,no,sometimes,100-500,no,yes,yes,not sure,yes,yes,maybe,don't know,maybe,no,some of them,yes,no,maybe,maybe,no
2014-08-27 14:23:53,25,male,canada,unknown,no,no,yes,often,6-25,yes,no,maybe,no,no,maybe,maybe,somewhat difficult,yes,maybe,no,no,no,maybe,maybe,no
2014-08-27 14:24:15,35,male,united states,or,no,no,yes,rarely,100-500,no,yes,yes,not sure,maybe,yes,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-27 14:25:41,36,male,united states,wa,yes,no,yes,never,1-5,no,yes,no,yes,no,no,maybe,somewhat easy,maybe,no,some of them,yes,no,no,yes,no
2014-08-27 14:25:54,26,male,united states,ca,no,yes,yes,sometimes,more than 1000,no,yes,yes,not sure,no,maybe,maybe,don't know,yes,no,no,no,no,no,no,no
2014-08-27 14:26:32,27,male,united states,ca,no,yes,no,don't know,more than 1000,no,yes,maybe,no,maybe,maybe,maybe,very easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-27 14:27:20,30,male,united states,vt,no,no,no,don't know,6-25,no,no,maybe,not sure,no,maybe,maybe,don't know,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-27 14:27:27,29,male,united states,ny,no,no,no,don't know,100-500,no,no,maybe,not sure,no,maybe,maybe,don't know,maybe,no,no,no,no,maybe,maybe,no
2014-08-27 14:27:28,25,male,united states,ut,no,no,no,never,more than 1000,no,no,yes,yes,yes,yes,yes,very easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-27 14:27:51,22,female,united states,ny,no,yes,yes,often,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,no,no,some of them,no,no,yes,yes
2014-08-27 14:28:28,29,male,latvia,ny,no,no,no,don't know,26-100,no,yes,no,yes,no,no,maybe,somewhat easy,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-27 14:28:41,41,male,united states,sd,no,yes,yes,rarely,100-500,yes,yes,yes,yes,maybe,yes,yes,somewhat easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-27 14:28:43,29,male,united states,ca,no,no,yes,sometimes,more than 1000,no,yes,yes,no,no,maybe,maybe,don't know,yes,no,some of them,some of them,no,maybe,no,no
2014-08-27 14:28:49,32,male,united states,or,no,no,no,never,500-1000,no,yes,yes,not sure,maybe,yes,yes,somewhat easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-27 14:28:51,24,female,united states,ca,no,yes,yes,sometimes,more than 1000,no,yes,yes,yes,no,yes,yes,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-27 14:29:19,25,male,united states,ca,no,no,yes,rarely,6-25,no,yes,yes,no,maybe,no,maybe,don't know,maybe,no,no,no,no,no,maybe,no
2014-08-27 14:30:33,25,male,united states,ca,no,no,no,don't know,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,maybe,no,no,no,no,maybe,maybe,no
2014-08-27 14:31:06,30,female,united states,co,no,no,no,never,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,maybe,no,some of them,no,no,maybe,no
2014-08-27 14:31:28,25,male,united states,ca,no,yes,yes,sometimes,more than 1000,no,yes,maybe,not sure,maybe,yes,maybe,don't know,no,no,yes,yes,no,no,yes,no
2014-08-27 14:31:44,30,male,united states,oh,yes,no,no,never,1-5,yes,yes,no,yes,no,no,maybe,don't know,maybe,no,some of them,some of them,no,maybe,maybe,no
2014-08-27 14:32:22,33,male,germany,unknown,yes,yes,yes,rarely,1-5,no,no,no,no,no,no,maybe,somewhat difficult,yes,yes,no,no,maybe,no,yes,yes
2014-08-27 14:32:46,24,male,united states,wa,no,no,no,don't know,26-100,no,yes,yes,not sure,yes,yes,yes,very easy,no,no,some of them,some of them,no,maybe,yes,no
2014-08-27 14:33:44,25,male,canada,unknown,no,yes,yes,sometimes,more than 1000,no,yes,yes,yes,no,maybe,maybe,don't know,yes,maybe,some of them,no,no,no,no,no
2014-08-27 14:34:47,31,male,united states,oh,no,no,no,don't know,100-500,no,no,maybe,no,no,no,yes,somewhat easy,maybe,no,no,no,no,yes,no,no
2014-08-27 14:37:33,45,male,ireland,unknown,yes,no,yes,often,1-5,no,yes,no,no,no,no,maybe,very difficult,no,no,no,no,no,no,maybe,no
2014-08-27 14:37:35,29,male,romania,unknown,no,no,no,don't know,6-25,yes,no,no,yes,no,no,maybe,don't know,maybe,maybe,some of them,some of them,maybe,maybe,no,no
2014-08-27 14:37:46,46,male,united states,wa,no,no,no,never,26-100,no,yes,yes,not sure,yes,maybe,maybe,very easy,no,no,some of them,some of them,maybe,maybe,maybe,no
2014-08-27 14:38:06,30,male,united kingdom,unknown,no,no,yes,sometimes,26-100,no,yes,maybe,no,no,maybe,maybe,don't know,yes,maybe,no,no,no,maybe,maybe,no
2014-08-27 14:38:13,29,female,united states,ca,yes,no,no,sometimes,more than 1000,no,yes,yes,not sure,maybe,no,maybe,very easy,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-27 14:38:26,24,male,united states,ma,no,no,no,don't know,more than 1000,no,yes,yes,yes,maybe,maybe,yes,don't know,yes,no,no,no,no,maybe,maybe,no
2014-08-27 14:38:49,29,male,united states,wa,no,no,no,don't know,26-100,no,yes,yes,yes,yes,yes,yes,very easy,no,no,some of them,yes,no,maybe,yes,no
2014-08-27 14:38:54,35,male,united states,mi,no,no,no,don't know,26-100,no,no,maybe,not sure,no,maybe,maybe,don't know,no,no,yes,yes,no,no,no,no
2014-08-27 14:39:07,33,female,united states,wa,no,yes,no,sometimes,26-100,yes,yes,no,yes,no,no,maybe,very difficult,yes,maybe,some of them,some of them,no,maybe,no,no
2014-08-27 14:39:20,27,male,united states,ca,no,no,no,sometimes,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,very easy,yes,no,no,no,no,maybe,no,no
2014-08-27 14:41:09,36,male,united states,ia,no,no,no,don't know,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,maybe,no,some of them,some of them,no,no,maybe,no
2014-08-27 14:41:16,33,male,united kingdom,unknown,no,no,no,rarely,1-5,yes,yes,maybe,no,no,no,maybe,don't know,yes,maybe,no,no,no,maybe,no,no
2014-08-27 14:44:29,25,female,united states,wa,no,yes,yes,sometimes,26-100,no,yes,yes,yes,no,no,yes,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-27 14:45:12,23,male,united states,al,no,yes,yes,sometimes,100-500,no,no,maybe,no,no,no,maybe,don't know,no,no,yes,yes,maybe,yes,maybe,no
2014-08-27 14:45:45,54,male,united states,ca,no,yes,yes,never,more than 1000,no,yes,maybe,no,yes,yes,maybe,don't know,no,no,no,yes,no,no,maybe,no
2014-08-27 14:47:10,22,male,united states,ca,no,no,no,sometimes,more than 1000,no,yes,maybe,no,maybe,maybe,maybe,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-27 14:47:28,25,non-binary,united states,ca,no,yes,yes,sometimes,more than 1000,no,yes,yes,yes,maybe,maybe,maybe,don't know,maybe,no,some of them,some of them,no,no,yes,no
2014-08-27 14:49:08,29,male,belgium,unknown,no,no,no,often,6-25,no,no,maybe,no,no,no,maybe,don't know,maybe,no,yes,yes,maybe,maybe,maybe,no
2014-08-27 14:49:30,27,male,united states,ma,no,no,yes,sometimes,more than 1000,no,yes,yes,yes,yes,yes,yes,don't know,no,no,no,no,no,yes,yes,no
2014-08-27 14:51:29,30,male,united kingdom,unknown,no,no,no,never,6-25,no,yes,no,no,no,maybe,maybe,very easy,no,no,some of them,yes,no,maybe,yes,no
2014-08-27 14:52:44,26,male,united states,ca,no,yes,yes,often,more than 1000,no,yes,yes,not sure,maybe,yes,maybe,don't know,maybe,no,some of them,no,no,no,maybe,no
2014-08-27 14:52:53,25,female,sweden,unknown,no,yes,no,sometimes,6-25,no,yes,yes,yes,yes,no,maybe,somewhat easy,no,no,some of them,yes,no,no,no,no
2014-08-27 14:53:11,31,male,united states,ca,no,no,yes,sometimes,500-1000,no,no,no,yes,no,maybe,yes,don't know,no,no,some of them,no,no,no,no,no
2014-08-27 14:54:23,33,male,united states,in,no,yes,yes,sometimes,26-100,no,yes,maybe,not sure,no,no,maybe,don't know,maybe,no,some of them,some of them,no,no,maybe,no
2014-08-27 14:54:56,34,male,united states,wa,no,yes,yes,sometimes,more than 1000,no,yes,yes,yes,maybe,yes,yes,don't know,maybe,maybe,no,no,no,no,maybe,no
2014-08-27 14:57:46,34,male,united states,wa,no,no,yes,sometimes,100-500,yes,yes,no,no,no,no,maybe,somewhat easy,yes,yes,some of them,some of them,no,maybe,maybe,no
2014-08-27 14:58:01,29,male,united states,in,yes,no,no,don't know,1-5,yes,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-27 14:59:59,33,female,united states,wa,no,no,no,don't know,6-25,no,yes,no,no,no,no,maybe,somewhat difficult,maybe,no,some of them,some of them,no,no,maybe,no
2014-08-27 15:03:56,34,male,germany,unknown,yes,yes,yes,rarely,26-100,yes,yes,no,no,no,maybe,maybe,somewhat difficult,no,no,yes,yes,no,maybe,yes,no
2014-08-27 15:04:41,26,male,united states,ok,yes,yes,yes,rarely,100-500,yes,no,no,no,no,maybe,no,don't know,maybe,no,some of them,yes,no,yes,no,no
2014-08-27 15:05:00,32,male,united states,mi,no,yes,yes,rarely,more than 1000,no,no,yes,yes,yes,yes,yes,don't know,no,no,some of them,yes,no,yes,yes,no
2014-08-27 15:05:21,329,male,united states,oh,no,no,yes,often,6-25,yes,yes,yes,yes,no,no,maybe,don't know,maybe,no,some of them,no,no,no,no,no
2014-08-27 15:09:58,28,male,united states,ga,no,yes,yes,sometimes,more than 1000,no,yes,maybe,not sure,no,maybe,maybe,somewhat difficult,maybe,maybe,no,no,no,no,no,no
2014-08-27 15:11:30,35,male,united states,ca,no,yes,no,don't know,more than 1000,no,yes,yes,no,yes,yes,yes,very easy,no,no,some of them,yes,no,no,maybe,no
2014-08-27 15:13:33,36,male,united states,unknown,no,yes,yes,often,100-500,no,yes,no,yes,no,no,yes,very easy,no,no,some of them,some of them,no,no,maybe,no
2014-08-27 15:14:50,21,male,united states,in,no,yes,yes,rarely,100-500,no,yes,yes,no,no,maybe,yes,don't know,no,no,yes,yes,maybe,maybe,maybe,no
2014-08-27 15:15:29,21,male,united kingdom,unknown,no,no,yes,sometimes,6-25,no,no,maybe,not sure,no,no,no,very easy,yes,no,some of them,no,no,maybe,no,no
2014-08-27 15:15:42,22,female,united states,wa,no,no,no,don't know,more than 1000,no,yes,yes,no,yes,yes,yes,somewhat easy,no,no,no,some of them,no,no,yes,no
2014-08-27 15:20:53,41,male,united states,wa,no,yes,yes,often,more than 1000,no,yes,yes,no,yes,yes,maybe,somewhat difficult,maybe,no,yes,some of them,no,maybe,no,yes
2014-08-27 15:21:59,55,male,united states,pa,no,yes,yes,rarely,more than 1000,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,yes,no
2014-08-27 15:22:20,32,female,united states,wa,no,no,yes,sometimes,26-100,no,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,no,some of them,yes,no,maybe,yes,no
2014-08-27 15:22:26,21,female,united states,ca,no,yes,yes,rarely,26-100,no,yes,maybe,not sure,maybe,no,maybe,somewhat easy,yes,no,some of them,no,no,yes,maybe,no
2014-08-27 15:22:43,45,male,united states,ma,no,no,yes,never,26-100,yes,yes,yes,yes,maybe,maybe,maybe,don't know,maybe,no,no,some of them,no,maybe,maybe,no
2014-08-27 15:22:45,27,female,united states,wa,no,no,yes,rarely,more than 1000,no,yes,yes,yes,no,no,yes,don't know,yes,maybe,no,no,no,no,no,no
2014-08-27 15:22:50,25,female,united states,wa,no,yes,yes,sometimes,26-100,yes,yes,maybe,no,no,no,maybe,don't know,maybe,no,some of them,yes,no,no,yes,no
2014-08-27 15:22:52,34,female,united states,ny,no,yes,yes,rarely,more than 1000,no,no,yes,yes,yes,yes,yes,very difficult,maybe,maybe,some of them,some of them,no,no,yes,no
2014-08-27 15:23:06,26,female,united states,ca,no,yes,yes,never,more than 1000,no,yes,yes,yes,no,yes,yes,don't know,maybe,no,no,no,no,no,maybe,no
2014-08-27 15:23:07,41,male,canada,unknown,no,no,yes,never,500-1000,no,yes,yes,not sure,no,maybe,maybe,somewhat easy,no,no,some of them,some of them,no,no,maybe,no
2014-08-27 15:23:19,27,male,united states,ca,no,no,yes,rarely,more than 1000,no,yes,yes,no,yes,yes,yes,don't know,no,no,some of them,yes,no,maybe,yes,no
2014-08-27 15:23:30,31,male,united states,in,no,yes,yes,sometimes,26-100,yes,yes,yes,no,no,no,maybe,don't know,no,no,yes,yes,no,no,maybe,no
2014-08-27 15:23:33,25,male,germany,unknown,no,yes,yes,often,26-100,yes,yes,no,no,no,no,yes,somewhat easy,no,no,yes,yes,no,yes,no,no
2014-08-27 15:23:51,26,male,united states,nv,no,no,yes,sometimes,6-25,no,yes,maybe,no,no,no,maybe,don't know,yes,yes,some of them,no,no,no,no,no
2014-08-27 15:23:51,27,female,united states,co,no,yes,yes,rarely,more than 1000,yes,yes,yes,yes,no,maybe,maybe,don't know,maybe,maybe,no,yes,no,no,maybe,no
2014-08-27 15:23:54,42,male,new zealand,unknown,no,no,no,never,500-1000,no,yes,maybe,not sure,no,no,maybe,don't know,no,no,some of them,yes,maybe,maybe,maybe,no
2014-08-27 15:24:22,29,other,united states,ca,yes,yes,yes,sometimes,1-5,yes,yes,yes,yes,no,no,maybe,very difficult,yes,no,some of them,no,no,maybe,no,no
2014-08-27 15:24:27,25,female,united states,ca,no,no,yes,sometimes,6-25,no,yes,maybe,not sure,no,no,maybe,somewhat difficult,yes,no,some of them,no,no,maybe,maybe,no
2014-08-27 15:24:28,33,female,sweden,unknown,no,yes,yes,rarely,more than 1000,no,yes,yes,yes,no,yes,yes,don't know,maybe,no,some of them,no,no,yes,maybe,no
2014-08-27 15:24:47,99999999999,other,zimbabwe,unknown,yes,yes,yes,often,1-5,no,yes,no,yes,no,no,no,very difficult,yes,yes,no,no,yes,no,no,yes
2014-08-27 15:24:47,40,female,united states,pa,no,yes,yes,rarely,more than 1000,no,no,yes,no,maybe,maybe,maybe,somewhat easy,maybe,maybe,no,no,no,no,maybe,no
2014-08-27 15:24:49,31,male,united states,sc,no,no,no,never,more than 1000,no,yes,maybe,no,no,maybe,maybe,somewhat easy,yes,no,some of them,no,no,no,maybe,no
2014-08-27 15:24:55,26,male,canada,unknown,no,yes,yes,often,26-100,yes,yes,maybe,no,maybe,maybe,maybe,very easy,no,no,yes,yes,no,no,yes,no
2014-08-27 15:24:56,24,female,united states,tx,no,yes,no,don't know,500-1000,no,no,no,no,no,no,no,very difficult,yes,maybe,no,no,no,maybe,no,yes
2014-08-27 15:25:03,29,male,united states,tx,no,no,no,never,more than 1000,no,no,yes,not sure,no,maybe,maybe,don't know,maybe,no,some of them,some of them,no,no,maybe,no
2014-08-27 15:25:09,48,male,united kingdom,unknown,no,no,no,don't know,26-100,no,yes,maybe,no,no,no,maybe,don't know,maybe,maybe,no,no,no,no,no,no
2014-08-27 15:25:16,35,male,united kingdom,unknown,no,no,no,sometimes,6-25,no,yes,no,no,no,no,maybe,very difficult,maybe,maybe,some of them,yes,no,maybe,no,yes
2014-08-27 15:25:41,32,female,united states,al,no,no,no,never,100-500,no,yes,maybe,not sure,no,no,maybe,don't know,maybe,no,no,some of them,no,maybe,maybe,no
2014-08-27 15:25:47,29,male,canada,unknown,no,no,yes,sometimes,100-500,no,yes,maybe,not sure,maybe,maybe,yes,somewhat easy,maybe,no,some of them,some of them,no,maybe,yes,no
2014-08-27 15:26:05,26,male,united states,or,no,yes,yes,often,6-25,no,yes,yes,yes,no,no,maybe,somewhat difficult,maybe,no,some of them,yes,no,no,no,no
2014-08-27 15:26:37,28,male,united states,nj,no,yes,yes,sometimes,26-100,no,yes,yes,yes,no,no,maybe,don't know,maybe,no,some of them,no,no,maybe,no,no
2014-08-27 15:26:40,23,male,united states,ca,no,no,no,don't know,more than 1000,no,yes,maybe,no,no,maybe,maybe,don't know,no,no,some of them,yes,no,maybe,no,no
2014-08-27 15:26:57,35,male,united states,ca,no,yes,yes,sometimes,100-500,no,yes,yes,yes,no,no,maybe,very difficult,maybe,maybe,some of them,some of them,no,maybe,no,yes
2014-08-27 15:27:25,29,male,germany,unknown,no,yes,yes,sometimes,26-100,no,yes,maybe,no,no,no,maybe,very easy,maybe,no,some of them,some of them,maybe,maybe,maybe,no
2014-08-27 15:27:31,26,male,united states,ca,no,yes,no,don't know,6-25,no,yes,yes,yes,no,yes,yes,very easy,no,no,some of them,yes,maybe,maybe,no,no
2014-08-27 15:27:38,33,male,united states,nh,no,yes,yes,never,26-100,yes,yes,yes,yes,yes,yes,maybe,don't know,yes,maybe,yes,some of them,no,no,yes,no
2014-08-27 15:27:39,33,male,united states,ca,no,no,no,don't know,more than 1000,yes,yes,maybe,no,maybe,maybe,maybe,don't know,yes,no,some of them,no,no,maybe,yes,no
2014-08-27 15:28:34,22,male,brazil,unknown,yes,no,no,never,6-25,yes,yes,maybe,no,no,no,maybe,somewhat easy,no,no,yes,yes,maybe,no,maybe,no
2014-08-27 15:28:50,30,female,spain,unknown,no,yes,no,don't know,500-1000,no,yes,no,no,no,no,maybe,don't know,yes,maybe,no,no,no,no,maybe,no
2014-08-27 15:29:03,33,male,united states,oh,no,yes,yes,often,more than 1000,yes,yes,yes,yes,no,no,maybe,somewhat easy,yes,no,no,no,no,no,no,no
2014-08-27 15:29:07,31,female,united states,oh,no,yes,yes,rarely,more than 1000,no,no,maybe,not sure,no,maybe,maybe,very difficult,yes,maybe,no,no,no,maybe,no,no
2014-08-27 15:29:23,21,male,united states,ma,no,yes,no,never,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,no,no,some of them,some of them,no,maybe,maybe,yes
2014-08-27 15:30:51,31,other,united kingdom,unknown,no,yes,yes,sometimes,more than 1000,no,yes,maybe,no,no,no,maybe,don't know,yes,maybe,no,no,no,yes,yes,no
2014-08-27 15:31:10,26,female,united states,ok,no,no,yes,sometimes,100-500,yes,yes,maybe,not sure,maybe,maybe,maybe,somewhat difficult,no,no,some of them,some of them,no,no,yes,no
2014-08-27 15:31:18,30,male,united states,ca,no,yes,no,often,6-25,no,yes,maybe,no,no,maybe,maybe,somewhat easy,maybe,no,some of them,yes,no,no,maybe,no
2014-08-27 15:31:20,30,other,germany,unknown,no,yes,yes,sometimes,100-500,no,yes,maybe,not sure,no,no,maybe,somewhat difficult,no,no,yes,yes,maybe,maybe,no,no
2014-08-27 15:31:31,23,male,india,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,maybe,don't know,no,no,some of them,yes,maybe,maybe,no,no
2014-08-27 15:31:38,34,male,finland,unknown,no,no,no,never,6-25,no,yes,no,no,no,no,maybe,somewhat easy,no,no,yes,yes,no,maybe,maybe,no
2014-08-27 15:31:40,55,male,united states,id,no,yes,yes,sometimes,1-5,yes,yes,no,yes,no,maybe,maybe,don't know,yes,maybe,no,no,no,no,no,yes
2014-08-27 15:32:09,28,male,germany,unknown,no,yes,yes,rarely,1-5,yes,yes,yes,no,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no
2014-08-27 15:32:19,26,male,uruguay,unknown,no,no,no,don't know,26-100,yes,yes,maybe,no,maybe,no,maybe,don't know,no,no,some of them,no,no,yes,maybe,no
2014-08-27 15:32:43,28,male,new zealand,unknown,no,yes,yes,sometimes,6-25,yes,yes,yes,yes,yes,no,maybe,very easy,no,no,yes,yes,yes,yes,yes,no
2014-08-27 15:34:23,32,male,united kingdom,unknown,no,yes,yes,sometimes,6-25,no,yes,no,no,no,maybe,maybe,somewhat easy,no,no,some of them,yes,no,no,maybe,no
2014-08-27 15:34:31,28,female,united states,ny,no,no,yes,rarely,more than 1000,no,no,yes,yes,no,maybe,maybe,don't know,maybe,no,no,no,no,no,maybe,no
2014-08-27 15:34:32,21,male,united states,ca,no,no,no,sometimes,6-25,no,no,maybe,not sure,no,yes,yes,don't know,no,no,some of them,some of them,maybe,maybe,yes,no
2014-08-27 15:35:21,24,male,united states,tx,no,yes,yes,sometimes,100-500,no,yes,no,yes,no,no,maybe,somewhat difficult,yes,no,some of them,some of them,no,maybe,no,yes
2014-08-27 15:35:37,26,female,united states,md,no,no,no,don't know,more than 1000,no,no,yes,not sure,yes,maybe,maybe,don't know,maybe,no,some of them,no,no,no,maybe,no
2014-08-27 15:35:50,23,male,united states,in,no,no,no,don't know,more than 1000,no,no,yes,no,no,no,maybe,don't know,no,no,yes,no,no,yes,maybe,no
2014-08-27 15:36:13,24,female,united states,or,no,no,no,don't know,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,some of them,yes,yes,yes,no
2014-08-27 15:36:41,28,male,canada,unknown,yes,no,no,never,100-500,yes,yes,maybe,no,no,no,maybe,somewhat easy,maybe,no,some of them,yes,no,no,yes,no
2014-08-27 15:38:07,24,female,united states,ny,no,yes,yes,rarely,6-25,no,yes,no,no,no,no,maybe,very easy,yes,no,no,some of them,no,yes,yes,no
2014-08-27 15:38:27,33,male,united states,ms,yes,no,yes,often,1-5,yes,yes,no,no,no,no,yes,somewhat easy,yes,maybe,some of them,some of them,yes,yes,maybe,no
2014-08-27 15:38:31,34,male,united states,nj,no,no,no,sometimes,26-100,no,yes,maybe,no,no,no,maybe,don't know,maybe,no,yes,yes,no,maybe,maybe,no
2014-08-27 15:38:32,27,female,united states,ca,no,no,yes,sometimes,26-100,no,yes,maybe,not sure,no,no,maybe,somewhat difficult,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-27 15:38:37,28,male,united states,tn,no,no,no,never,6-25,no,yes,maybe,no,no,maybe,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-27 15:39:31,26,male,united states,wa,no,no,no,don't know,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,no,no,some of them,yes,no,no,maybe,yes
2014-08-27 15:40:03,20,male,australia,unknown,no,no,no,don't know,100-500,yes,yes,maybe,not sure,maybe,maybe,yes,very easy,no,no,some of them,yes,no,no,maybe,no
2014-08-27 15:43:17,23,female,united states,ma,no,no,yes,sometimes,26-100,no,yes,yes,yes,no,maybe,maybe,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-27 15:43:27,29,male,united states,pa,no,yes,yes,rarely,1-5,yes,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-27 15:43:30,26,male,united kingdom,unknown,no,yes,no,sometimes,6-25,no,yes,no,no,no,no,maybe,don't know,maybe,maybe,no,no,no,maybe,no,no
2014-08-27 15:43:45,36,male,united states,ky,no,no,no,rarely,more than 1000,yes,yes,yes,no,yes,maybe,maybe,somewhat easy,maybe,no,no,no,no,no,maybe,no
2014-08-27 15:44:16,41,male,united states,pa,no,no,yes,sometimes,more than 1000,no,yes,yes,yes,yes,yes,yes,don't know,maybe,no,some of them,yes,maybe,yes,yes,yes
2014-08-27 15:44:20,33,female,united states,ma,no,no,no,don't know,100-500,yes,yes,yes,no,maybe,no,maybe,don't know,no,no,some of them,yes,no,no,yes,no
2014-08-27 15:46:12,23,male,canada,unknown,no,yes,yes,sometimes,6-25,no,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no
2014-08-27 15:46:39,39,male,united states,ca,no,yes,no,often,more than 1000,no,yes,yes,no,no,maybe,maybe,don't know,yes,no,some of them,some of them,no,maybe,no,yes
2014-08-27 15:47:26,34,male,united states,vt,no,yes,no,don't know,more than 1000,no,yes,yes,not sure,maybe,maybe,maybe,don't know,maybe,no,some of them,some of them,no,maybe,maybe,yes
2014-08-27 15:47:33,26,female,united states,ca,no,no,yes,sometimes,100-500,no,yes,yes,yes,no,no,maybe,somewhat difficult,yes,maybe,some of them,some of them,no,no,no,yes
2014-08-27 15:50:26,24,male,united states,az,no,no,yes,rarely,26-100,no,yes,yes,yes,yes,no,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-27 15:51:36,37,male,canada,unknown,no,yes,yes,rarely,more than 1000,no,no,yes,yes,yes,yes,maybe,don't know,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-27 15:53:39,43,male,united states,ma,yes,yes,yes,often,6-25,yes,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-27 15:53:59,40,non-binary,united states,va,no,yes,no,never,more than 1000,no,yes,yes,yes,yes,maybe,yes,don't know,yes,maybe,no,some of them,no,maybe,yes,no
2014-08-27 15:54:45,30,male,united states,wa,no,yes,yes,often,more than 1000,no,yes,yes,yes,yes,no,maybe,very difficult,yes,no,some of them,no,no,no,no,yes
2014-08-27 15:55:07,34,male,united states,ca,no,no,yes,sometimes,6-25,no,yes,maybe,not sure,no,no,maybe,don't know,yes,yes,some of them,no,no,no,maybe,no
2014-08-27 15:55:07,27,male,united states,or,no,yes,yes,sometimes,100-500,no,yes,maybe,not sure,no,maybe,maybe,don't know,yes,no,no,no,no,yes,maybe,no
2014-08-27 15:55:08,36,male,united states,mi,no,no,no,sometimes,more than 1000,no,yes,maybe,no,no,no,yes,somewhat easy,no,no,yes,yes,maybe,yes,maybe,no
2014-08-27 15:56:37,27,male,brazil,unknown,no,no,no,rarely,6-25,no,yes,no,yes,no,no,maybe,somewhat easy,maybe,no,some of them,some of them,no,maybe,no,no
2014-08-27 15:58:23,35,male,netherlands,unknown,no,yes,no,never,100-500,no,yes,yes,no,no,no,yes,don't know,yes,no,no,no,no,maybe,maybe,no
2014-08-27 15:59:41,32,male,united kingdom,unknown,no,no,no,never,6-25,no,yes,no,no,no,no,maybe,don't know,maybe,no,some of them,no,no,yes,yes,no
2014-08-27 15:59:47,37,male,united states,or,no,no,no,don't know,500-1000,no,yes,yes,no,no,no,maybe,don't know,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-27 16:00:16,29,male,united kingdom,unknown,no,no,no,don't know,26-100,no,yes,maybe,no,maybe,maybe,maybe,don't know,no,no,some of them,yes,maybe,maybe,yes,no
